,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
2058,905105040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,86,8665,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Average,Average,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,89,Typical,Typical,CBlock,Typical,Typical,Mn,Rec,6,BLQ,288,420,876,GasA,Typical,Y,SBrkr,897,0,0,897,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1968.0,RFn,1,264,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2007,WD ,Normal,-93.675714,42.031215,115000
2059,905105170,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8398,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Average,Average,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,323,Typical,Good,CBlock,Typical,Typical,No,LwQ,4,BLQ,529,300,943,GasA,Typical,Y,SBrkr,943,0,0,943,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1972.0,Unf,2,528,Typical,Typical,Paved,132,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.67799699999999,42.029678999999994,134500
2060,905105260,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,66,7742,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Average,Good,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,192,955,GasA,Excellent,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1966.0,Unf,1,386,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,1,2007,WD ,Normal,-93.677601,42.031139,127000
2061,905106150,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,109,8724,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Average,Average,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Good,Typical,No,BLQ,2,Unf,0,402,894,GasA,Good,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,Typical,5,Typ,1,Poor,Attchd,1968.0,Fin,2,450,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.676681,42.029786,129000
2062,905107140,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,71,8197,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Above_Average,Average,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,660,660,GasA,Excellent,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,Typical,7,Typ,1,Typical,Attchd,1977.0,RFn,2,528,Typical,Typical,Paved,138,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2007,WD ,Normal,-93.672119,42.030590999999994,143500
2065,905225020,Two_Story_1946_and_Newer,Residential_Low_Density,99,16779,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,OneFam,Two_Story,Average,Below_Average,1920,1996,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,356,Typical,Fair,CBlock,Good,Typical,No,BLQ,2,Unf,0,404,671,GasA,Fair,Y,SBrkr,1567,1087,0,2654,0,0,3,0,4,1,Typical,11,Mod,1,Good,Attchd,1946.0,Unf,2,638,Typical,Typical,Paved,128,570,0,0,0,0,No_Pool,No_Fence,Shed,500,5,2007,WD ,Normal,-93.662239,42.034421,158000
2066,905226050,One_Story_1945_and_Older,Residential_Low_Density,0,25339,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Average,Good,1918,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Good,BrkTil,Typical,Typical,No,Unf,7,Unf,0,816,816,GasA,Excellent,Y,SBrkr,1416,0,0,1416,0,0,2,0,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2007.0,Unf,2,576,Typical,Typical,Dirt_Gravel,0,0,112,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,-93.660671,42.033557,112000
2067,905226080,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,70,6960,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_and_Half_Fin,Good,Very_Good,1940,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,BrkTil,Typical,Typical,No,ALQ,1,Unf,0,422,680,GasA,Excellent,Y,FuseA,798,504,0,1302,0,0,1,1,2,1,Good,6,Typ,2,Good,Attchd,1940.0,Unf,1,224,Typical,Typical,Paved,0,0,0,0,126,0,No_Pool,Minimum_Privacy,None,0,7,2007,WD ,Normal,-93.660691,42.032638,165250
2068,905226130,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,91,11375,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Above_Average,Average,1954,1995,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,231,967,GasA,Typical,Y,SBrkr,1299,0,0,1299,0,0,1,0,3,1,Good,6,Typ,1,Typical,Attchd,1954.0,Unf,2,494,Typical,Typical,Paved,81,0,280,0,0,0,No_Pool,No_Fence,None,0,10,2007,WD ,Normal,-93.66198299999999,42.033726,150000
2069,905226170,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,13770,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,OneFam,One_Story,Average,Above_Average,1958,1998,Gable,CompShg,Plywood,Plywood,BrkFace,340,Typical,Typical,CBlock,Typical,Typical,Mn,Rec,6,BLQ,873,95,1158,GasA,Typical,Y,SBrkr,1176,0,0,1176,1,0,1,0,3,1,Typical,6,Typ,2,Good,Attchd,1958.0,Unf,1,303,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,10,2007,VWD,Normal,-93.661985,42.034017999999996,137000
2071,905301050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,115149,Pave,No_Alley_Access,Moderately_Irregular,Low,AllPub,CulDSac,Sev,Clear_Creek,Norm,Norm,OneFam,One_Story,Good,Average,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351,Typical,Typical,CBlock,Good,Typical,Gd,GLQ,3,Unf,0,424,1643,GasA,Typical,Y,SBrkr,1824,0,0,1824,1,0,2,0,2,1,Good,5,Typ,2,Typical,Attchd,1971.0,Unf,2,739,Typical,Typical,Paved,380,48,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.676272,42.02868,302000
2073,905352180,Two_Story_1946_and_Newer,Residential_Low_Density,97,10029,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Clear_Creek,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,320,1151,GasA,Typical,Y,SBrkr,1164,896,0,2060,0,1,2,1,4,1,Typical,8,Typ,1,Typical,Attchd,1988.0,Unf,2,521,Typical,Typical,Paved,0,228,0,0,192,0,No_Pool,No_Fence,None,0,9,2007,WD ,Normal,-93.674582,42.024087,211000
2075,905377020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,22692,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Average,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,486,1073,GasA,Typical,Y,SBrkr,1630,0,0,1630,0,0,2,0,3,1,Typical,6,Mod,1,Typical,Detchd,1953.0,Unf,2,649,Typical,Typical,Partial_Pavement,0,64,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,COD,Normal,-93.671221,42.023229,130000
2076,905377050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,84,17808,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,OneFam,One_Story,Below_Average,Average,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,484,484,GasA,Typical,N,SBrkr,1242,0,0,1242,0,0,1,0,2,1,Typical,4,Mod,0,No_Fireplace,Attchd,1946.0,Unf,1,336,Typical,Typical,Dirt_Gravel,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.671511,42.023021,109900
2077,905401020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,102,12671,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Clear_Creek,Norm,Norm,OneFam,One_Story,Above_Average,Good,1954,1994,Hip,CompShg,MetalSd,MetalSd,Stone,300,Typical,Good,CBlock,Good,Fair,No,LwQ,4,Unf,0,935,1288,GasA,Excellent,Y,SBrkr,2422,0,0,2422,0,0,3,0,4,1,Good,6,Min2,2,Good,Attchd,1954.0,Fin,2,527,Typical,Typical,Paved,0,63,0,0,144,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.66504,42.028424,255000
2079,905451390,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,70,10512,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Above_Average,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,497,988,GasA,Excellent,Y,SBrkr,988,638,0,1626,0,0,1,1,3,1,Good,6,Typ,0,No_Fireplace,Attchd,1954.0,Unf,1,332,Typical,Typical,Paved,366,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.66712,42.024949,154000
2080,905475270,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,5400,Pave,No_Alley_Access,Regular,HLS,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,Norm,OneFam,One_Story,Average,Average,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,411,864,GasA,Typical,Y,SBrkr,864,0,0,864,0,1,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1958.0,Unf,1,399,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.66060999999999,42.025818,118000
2081,905475520,One_Story_1945_and_Older,Residential_Low_Density,0,11515,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Below_Average,Average,1958,1994,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Typical,N,SBrkr,943,0,0,943,0,0,1,0,3,1,Good,5,Min2,0,No_Fireplace,Detchd,1958.0,Unf,1,308,Typical,Typical,Dirt_Gravel,0,0,60,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,-93.663517,42.025001,80000
2082,905476160,Duplex_All_Styles_and_Ages,Residential_Low_Density,42,7711,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,One_Story,Below_Average,Fair,1977,1977,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,0,1440,GasA,Typical,Y,SBrkr,1440,0,0,1440,2,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,321,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,Oth,Abnorml,-93.6644275,42.0205201,150000
2084,905476225,One_Story_PUD_1946_and_Newer,Residential_Low_Density,39,3869,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,TwnhsE,One_Story,Average,Above_Average,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,149,Good,Excellent,CBlock,Typical,Typical,No,LwQ,4,GLQ,755,0,1038,GasA,Good,Y,SBrkr,1038,0,0,1038,0,0,2,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,1984.0,RFn,1,264,Typical,Typical,Paved,0,105,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.66431379999999,42.0246868,130000
2085,905478140,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,58,9280,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Above_Average,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Fair,Typical,No,ALQ,1,Unf,0,785,1342,GasA,Excellent,Y,SBrkr,1342,0,0,1342,1,0,1,0,4,1,Typical,7,Typ,0,No_Fireplace,Detchd,1951.0,Unf,1,256,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,-93.65854499999999,42.023874,125000
2086,905478220,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,11100,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Average,Above_Average,1951,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,PConc,Typical,Typical,Mn,LwQ,4,Unf,0,0,1080,GasA,Typical,N,SBrkr,1080,400,0,1480,1,0,1,0,4,1,Typical,7,Typ,1,Good,Attchd,1951.0,Unf,1,253,Typical,Typical,Paved,0,0,68,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.66056999999999,42.023945,136500
2087,905480090,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,50,7550,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,Average,1920,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0,Fair,Fair,BrkTil,Typical,Fair,No,Unf,7,Unf,0,951,951,GasW,Fair,N,SBrkr,986,376,0,1362,0,0,2,0,4,1,Typical,7,Typ,0,No_Fireplace,Detchd,1920.0,Unf,1,280,Fair,Typical,Partial_Pavement,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,3,2007,WD ,Normal,-93.65965899999999,42.023451,96000
2088,905480180,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,9060,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,OneFam,One_Story,Average,Above_Average,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98,Typical,Typical,PConc,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Excellent,Y,SBrkr,1340,0,0,1340,0,0,1,0,3,1,Typical,7,Typ,1,Good,Attchd,1957.0,RFn,1,252,Typical,Typical,Paved,116,0,0,180,0,0,No_Pool,Minimum_Privacy,None,0,6,2007,WD ,Normal,-93.658537,42.022824,120000
2089,906200230,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,104,23920,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Feedr,Norm,OneFam,One_and_Half_Fin,Above_Average,Average,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,1105,1105,GasA,Excellent,Y,SBrkr,1105,717,0,1822,0,0,2,0,4,1,Good,7,Min2,1,Poor,Attchd,1984.0,Unf,2,515,Typical,Typical,Partial_Pavement,0,195,1012,0,0,444,Typical,No_Fence,None,0,4,2007,WD ,Normal,-93.69315300000001,42.034453000000006,228500
2092,906201200,Two_Story_1946_and_Newer,Residential_Low_Density,86,10380,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Good,Average,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172,Good,Typical,CBlock,Typical,Typical,Gd,LwQ,4,ALQ,1474,0,1502,GasA,Excellent,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,Good,8,Typ,1,Typical,Attchd,1987.0,Fin,2,576,Typical,Typical,Paved,201,96,0,0,0,0,No_Pool,Minimum_Privacy,None,0,8,2007,WD ,Normal,-93.68347,42.031546,301000
2094,906204140,Two_Story_1946_and_Newer,Residential_Low_Density,82,11287,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Good,Above_Average,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340,Good,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0,386,807,GasA,Good,Y,SBrkr,1175,807,0,1982,0,0,2,1,3,1,Good,7,Typ,1,Typical,Attchd,1989.0,Fin,2,575,Typical,Typical,Paved,0,84,0,196,0,0,No_Pool,No_Fence,None,0,1,2007,WD ,Normal,-93.683226,42.031566,228500
2095,906223040,Two_Story_1946_and_Newer,Residential_Low_Density,75,9317,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Good,Average,1994,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Good,PConc,Good,Good,No,GLQ,3,Unf,0,282,779,GasA,Excellent,Y,SBrkr,1029,929,0,1958,1,0,2,1,3,1,Good,7,Typ,1,Typical,Attchd,1994.0,RFn,2,499,Typical,Typical,Paved,202,93,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,CWD,Normal,-93.681061,42.030801000000004,220000
2099,906378150,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,93,10481,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2007,Hip,CompShg,CemntBd,CmentBd,None,0,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,2140,2140,GasA,Excellent,Y,SBrkr,2140,0,0,2140,0,0,2,1,3,1,Good,8,Typ,0,No_Fireplace,Attchd,2006.0,Fin,3,894,Typical,Typical,Paved,136,32,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,New,Partial,-93.69067,42.025707000000004,360000
2100,906378170,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,91,10652,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,1494,1494,GasA,Excellent,Y,SBrkr,1494,0,0,1494,0,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,2006.0,RFn,3,840,Typical,Typical,Paved,160,33,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,New,Partial,-93.691248,42.025594,279500
2102,906380040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,66,10235,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Very_Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,1643,1643,GasA,Excellent,Y,SBrkr,1651,0,0,1651,0,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,2007.0,RFn,3,870,Typical,Typical,Paved,192,64,0,0,0,0,No_Pool,No_Fence,None,0,9,2007,New,Partial,-93.69101500000001,42.025281,246500
2103,906380070,Two_Story_1946_and_Newer,Residential_Low_Density,69,9588,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270,Good,Typical,PConc,Excellent,Typical,No,Unf,7,Unf,0,1482,1482,GasA,Excellent,Y,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,Excellent,10,Typ,1,Good,BuiltIn,2007.0,Fin,3,868,Typical,Typical,Paved,0,148,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,New,Partial,-93.690234,42.025558000000004,276000
2105,906380140,Two_Story_1946_and_Newer,Residential_Low_Density,85,11103,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Good,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,728,728,GasA,Excellent,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Good,8,Typ,1,Typical,Attchd,2006.0,Fin,2,440,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,New,Partial,-93.689071,42.024594,155835
2106,906380160,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,8556,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,1240,1240,GasA,Excellent,Y,SBrkr,1240,0,0,1240,0,0,2,0,2,1,Good,5,Typ,0,No_Fireplace,Attchd,2006.0,RFn,3,826,Typical,Typical,Paved,140,93,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.69003000000001,42.024633,194000
2108,906382020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,11750,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,204,Good,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,1526,1546,GasA,Excellent,Y,SBrkr,1546,0,0,1546,0,0,2,0,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2005.0,RFn,3,796,Typical,Typical,Paved,144,42,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.688941,42.025726,217000
2111,906394020,Two_Story_1946_and_Newer,Residential_Low_Density,78,9316,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Good,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,Gd,Unf,7,Unf,0,879,879,GasA,Excellent,Y,SBrkr,879,916,0,1795,0,0,2,1,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2005.0,RFn,2,578,Typical,Typical,Paved,164,111,0,0,0,0,No_Pool,No_Fence,None,0,10,2007,WD ,Normal,-93.688917,42.024485,191000
2112,906394050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,9317,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Above_Average,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,1290,1314,GasA,Good,Y,SBrkr,1314,0,0,1314,0,0,2,0,3,1,Good,6,Typ,1,Good,Attchd,2006.0,RFn,2,440,Typical,Typical,Paved,0,22,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,-93.68893100000001,42.023226,176432
2113,906402070,Two_Story_1946_and_Newer,Residential_Low_Density,0,14364,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,Inside,Mod,Sawyer_West,Norm,Norm,OneFam,Two_Story,Good,Average,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128,Good,Typical,CBlock,Good,Typical,Gd,GLQ,3,Unf,0,92,1157,GasA,Excellent,Y,SBrkr,1180,882,0,2062,1,0,2,1,3,1,Typical,7,Typ,1,Good,Attchd,1988.0,Fin,2,454,Typical,Typical,Paved,60,55,0,0,154,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,-93.685142,42.029694,277000
2116,906426195,Two_Story_1946_and_Newer,Residential_Low_Density,0,53107,Pave,No_Alley_Access,Moderately_Irregular,Low,AllPub,Corner,Mod,Clear_Creek,Feedr,Norm,OneFam,Two_Story,Above_Average,Average,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,595,1580,GasA,Excellent,Y,SBrkr,1079,874,0,1953,1,0,2,1,3,1,Good,9,Typ,2,Fair,Attchd,1992.0,Fin,2,501,Typical,Typical,Paved,216,231,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.679216,42.027969,240000
2117,906475110,Two_Story_1946_and_Newer,Residential_Low_Density,0,12205,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,Inside,Gtl,Clear_Creek,Norm,Norm,OneFam,Two_Story,Above_Average,Very_Good,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157,Typical,Typical,CBlock,Typical,Fair,Gd,LwQ,4,Unf,0,264,832,GasA,Good,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,Good,9,Typ,0,No_Fireplace,Attchd,1966.0,Fin,2,444,Typical,Typical,Paved,133,168,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.6825099,42.024734,187500
