,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
2608,535402100,Split_or_Multilevel,Residential_Low_Density,83,10184,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SLvl,Above_Average,Average,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,379,Typical,Typical,CBlock,Typical,Typical,Av,ALQ,1,Unf,0,503,1083,GasA,Typical,Y,SBrkr,1146,0,0,1146,0,1,1,0,3,1,Typical,6,Typ,1,Good,Attchd,1963.0,Unf,1,294,Typical,Typical,Paved,345,75,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.607582,42.040105,165000
2610,535402230,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,77,9510,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1962,1985,Gable,CompShg,HdBoard,HdBoard,BrkCmn,161,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,434,1135,GasA,Excellent,Y,SBrkr,1207,0,0,1207,0,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1962.0,RFn,1,264,Typical,Typical,Paved,0,240,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,-93.61027800000001,42.040296999999995,147000
2612,535403150,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,79,8910,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0,Typical,Typical,CBlock,Typical,Typical,Mn,ALQ,1,Unf,0,0,655,GasA,Excellent,Y,SBrkr,1194,0,0,1194,0,1,1,0,3,1,Typical,6,Typ,1,Fair,BuiltIn,1954.0,Fin,2,539,Typical,Typical,Paved,0,0,192,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.60725699999999,42.0385,159500
2614,535404080,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,7100,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3,Unf,0,108,816,GasA,Typical,Y,FuseA,816,0,0,816,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1957.0,Unf,1,308,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.609073,42.038297,129900
2615,535425040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,PosA,Norm,OneFam,One_Story,Above_Average,Above_Average,1961,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,104,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,400,1313,GasA,Typical,Y,SBrkr,1773,0,0,1773,1,0,2,0,3,1,Typical,6,Min2,2,Typical,Attchd,1961.0,RFn,2,418,Typical,Typical,Paved,355,98,0,0,144,0,No_Pool,No_Fence,None,0,8,2006,WD ,Normal,-93.60650799999999,42.041874,183000
2616,535425050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,86,11650,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,PosA,Norm,OneFam,One_Story,Good,Average,1959,1959,Hip,CompShg,Plywood,Plywood,BrkCmn,58,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Good,Y,FuseA,1472,0,0,1472,0,0,2,0,2,1,Good,5,Typ,1,Good,Attchd,1959.0,Unf,2,484,Typical,Typical,Paved,0,68,0,0,227,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.605384,42.041652899999995,157500
2617,535425080,Two_Story_1946_and_Newer,Residential_Low_Density,0,18275,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,Two_Story,Good,Very_Good,1962,1998,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,Gd,ALQ,1,Unf,0,802,1438,GasA,Typical,Y,SBrkr,1900,548,0,2448,1,0,3,0,3,1,Typical,9,Typ,2,Good,Attchd,1962.0,RFn,2,441,Typical,Typical,Paved,520,102,0,0,0,0,No_Pool,No_Fence,None,0,9,2006,WD ,Normal,-93.60674,42.040768,277500
2618,535426195,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,47,16321,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,Gd,BLQ,2,Unf,0,207,1484,GasA,Typical,Y,SBrkr,1600,0,0,1600,1,0,1,0,2,1,Typical,6,Typ,2,Good,Attchd,1957.0,RFn,1,319,Typical,Typical,Paved,288,258,0,0,0,0,No_Pool,No_Fence,None,0,12,2006,WD ,Normal,-93.605727,42.03902,207500
2620,535450180,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,Below_Average,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,720,720,GasA,Typical,N,FuseA,720,472,0,1192,0,0,1,1,4,1,Typical,6,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,12,2006,WD ,Abnorml,-93.61050300000001,42.035782,135000
2622,535451210,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Average,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Typical,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,1950.0,Unf,2,420,Typical,Typical,Paved,0,29,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.60890400000001,42.036099,109900
2623,535453160,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7560,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4,Unf,0,671,1040,GasA,Typical,Y,FuseA,1040,0,0,1040,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1959.0,RFn,1,286,Typical,Typical,Paved,140,0,252,0,0,0,No_Pool,Good_Wood,None,0,7,2006,WD ,Normal,-93.60674300000001,42.036053,133700
2624,535454030,Duplex_All_Styles_and_Ages,Residential_Low_Density,60,8544,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Fair,Below_Average,1950,1950,Gable,CompShg,BrkFace,Stone,None,0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,Wall,Fair,N,FuseF,1040,0,0,1040,0,0,2,0,2,2,Typical,6,Typ,0,No_Fireplace,Detchd,1950.0,Unf,2,400,Typical,Fair,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,12,2006,WD ,Normal,-93.609053,42.034805,81400
2625,535454050,Duplex_All_Styles_and_Ages,Residential_Low_Density,0,8544,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Fair,Below_Average,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,Wall,Fair,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,Typical,6,Typ,0,No_Fireplace,Detchd,1949.0,Unf,2,400,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,-93.609053,42.03471,87500
2627,535456010,Duplex_All_Styles_and_Ages,Residential_Low_Density,75,8512,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Average,Average,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0,Typical,Typical,CBlock,Typical,Fair,No,Unf,7,Unf,0,1556,1556,GasA,Typical,Y,SBrkr,1556,0,0,1556,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,9,2006,WD ,Normal,-93.606892,42.034828999999995,119000
2629,535457070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Below_Average,1961,1961,Hip,CompShg,BrkFace,BrkFace,None,0,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3,Unf,0,369,1150,GasA,Typical,Y,SBrkr,1150,0,0,1150,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1961.0,RFn,1,288,Typical,Typical,Paved,0,0,0,0,162,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.60674399999999,42.034708,146000
2630,535477060,Two_Story_1946_and_Newer,Residential_Low_Density,69,7590,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,PosN,Norm,OneFam,Two_Story,Above_Average,Average,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,148,660,GasA,Typical,Y,SBrkr,660,688,0,1348,0,0,1,1,3,1,Typical,6,Typ,1,Fair,Attchd,1966.0,RFn,2,453,Typical,Typical,Paved,188,108,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.60370400000001,42.036792,155000
2631,535478010,Split_Foyer,Residential_Low_Density,69,10205,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SFoyer,Average,Average,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,Av,BLQ,2,Unf,0,141,925,GasA,Typical,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1962.0,Unf,1,300,Typical,Typical,Paved,150,72,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,-93.605839,42.03548,134500
2634,535478110,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,70,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Artery,Norm,TwoFmCon,SFoyer,Average,Average,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,Av,ALQ,1,Unf,0,72,1025,GasA,Typical,Y,SBrkr,1025,0,0,1025,1,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Paved,96,80,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,WD ,Normal,-93.60506740000001,42.0345614,124000
2635,902100110,Two_Story_1945_and_Older,Residential_Medium_Density,62,9856,Pave,Gravel,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Average,Very_Good,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0,Good,Good,PConc,Fair,Typical,No,Unf,7,Unf,0,716,716,GasA,Excellent,Y,FuseA,1007,1007,0,2014,0,0,2,0,5,1,Typical,8,Typ,0,No_Fireplace,Detchd,1900.0,Unf,2,624,Typical,Typical,Paved,0,72,167,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.618539,42.033266999999995,169000
2636,902100130,Two_Story_1945_and_Older,Residential_Medium_Density,57,9906,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Below_Average,Below_Average,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,686,686,GasA,Fair,N,SBrkr,810,518,0,1328,0,0,1,0,3,1,Typical,8,Typ,0,No_Fireplace,Detchd,1940.0,Unf,1,210,Typical,Typical,Paved,0,172,60,0,0,0,No_Pool,No_Fence,None,0,9,2006,WD ,Family,-93.6195519,42.033499400000004,107000
2638,902103090,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,5520,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,Above_Average,1920,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,PConc,Typical,Fair,No,LwQ,4,Unf,0,863,1147,GasA,Typical,N,SBrkr,1147,510,0,1657,0,0,1,0,4,1,Fair,9,Typ,1,Typical,Detchd,1920.0,Unf,1,162,Fair,Fair,Dirt_Gravel,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.61851999999999,42.032144,111500
2639,902104020,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,9600,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Very_Good,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,BrkTil,Typical,Typical,No,Rec,6,Unf,0,399,780,GasA,Excellent,Y,SBrkr,940,476,0,1416,0,1,1,0,3,1,Good,7,Typ,0,No_Fireplace,Detchd,1956.0,Unf,2,400,Typical,Typical,Paved,0,24,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.617139,42.032346000000004,156500
2640,902106040,Two_Story_1945_and_Older,Residential_Medium_Density,60,9600,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Good,Good,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,BrkTil,Typical,Good,No,LwQ,4,Unf,0,712,728,GasA,Excellent,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,Excellent,6,Typ,1,Good,Detchd,1925.0,Unf,2,546,Fair,Typical,Paved,0,0,234,0,0,0,No_Pool,No_Fence,None,0,8,2006,WD ,Normal,-93.618489,42.03139,178000
2641,902106090,Two_Story_1945_and_Older,Residential_Medium_Density,58,6451,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Good,Good,1900,1970,Gable,CompShg,AsbShng,Wd Sdng,None,0,Typical,Typical,Stone,Typical,Typical,No,Rec,6,Unf,0,504,712,GasA,Good,Y,SBrkr,848,580,0,1428,1,0,1,0,4,1,Typical,7,Typ,0,No_Fireplace,Detchd,1985.0,Fin,2,576,Typical,Typical,Paved,264,0,84,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,-93.619513,42.031506,139900
2642,902108060,Two_Story_1945_and_Older,Residential_Medium_Density,66,3960,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Good,Very_Good,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,502,502,GasA,Typical,N,SBrkr,502,502,0,1004,0,0,1,0,2,1,Good,5,Typ,1,Poor,Detchd,1930.0,Unf,1,200,Fair,Typical,Dirt_Gravel,280,0,68,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2006,WD ,Normal,-93.61568100000001,42.031347,105000
2643,902109010,One_Story_1945_and_Older,Residential_Medium_Density,70,5684,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Above_Average,Very_Good,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,813,813,GasA,Excellent,Y,FuseA,813,0,0,813,0,0,1,0,2,1,Good,5,Typ,0,No_Fireplace,Detchd,1932.0,Unf,1,270,Fair,Fair,Dirt_Gravel,0,113,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.618799,42.031209999999994,110000
2644,902110120,Two_Family_conversion_All_Styles_and_Ages,Residential_Medium_Density,56,7745,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,TwoFmCon,One_and_Half_Fin,Below_Average,Above_Average,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Good,Typical,PConc,Typical,Typical,No,Unf,7,Unf,0,938,938,GasA,Good,N,SBrkr,1084,867,0,1951,0,0,2,0,4,2,Fair,9,Typ,0,No_Fireplace,Detchd,1993.0,Unf,2,576,Typical,Typical,Partial_Pavement,0,6,28,0,0,0,No_Pool,No_Fence,None,0,4,2006,WD ,Normal,-93.618335,42.030396,111500
2646,902111010,One_Story_1945_and_Older,Residential_Medium_Density,50,5633,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Average,Good,1925,1950,Gable,CompShg,MetalSd,Stucco,None,0,Typical,Typical,BrkTil,Typical,Fair,No,Unf,7,Unf,0,844,844,GasA,Typical,Y,SBrkr,844,0,0,844,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1925.0,Unf,1,216,Typical,Typical,Dirt_Gravel,50,81,123,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.615638,42.031196,111500
2647,902125020,Two_Story_1945_and_Older,Residential_Medium_Density,50,9000,Pave,Gravel,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Artery,Norm,OneFam,Two_Story,Average,Above_Average,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,BrkTil,Fair,Fair,No,Unf,7,Unf,0,636,636,GasA,Typical,Y,FuseA,1089,661,0,1750,0,0,1,0,3,1,Excellent,8,Typ,0,No_Fireplace,Detchd,1937.0,Unf,1,240,Fair,Poor,Dirt_Gravel,0,0,293,0,0,0,No_Pool,Minimum_Privacy,None,0,6,2006,WD ,Abnorml,-93.614011,42.033623,124000
2648,902128020,One_Story_1946_and_Newer_All_Styles,Residential_Medium_Density,60,7200,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Below_Average,Average,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,576,576,GasA,Excellent,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1952.0,RFn,1,528,Typical,Typical,Paved,0,0,0,0,115,0,No_Pool,No_Fence,None,0,8,2006,COD,Normal,-93.6145858,42.0330459,105000
2649,902128100,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,40,4400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Very_Good,1920,1950,Gable,CompShg,Stucco,Stucco,None,0,Typical,Typical,BrkTil,Fair,Typical,No,Unf,7,Unf,0,648,648,GasA,Typical,Y,FuseA,734,384,0,1118,0,0,1,0,2,1,Typical,6,Typ,0,No_Fireplace,Detchd,1990.0,Unf,2,440,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,10,2006,WD ,Normal,-93.614615,42.032305,116000
2650,902134060,Two_Story_1945_and_Older,Residential_Medium_Density,42,7614,Pave,Gravel,Regular,Lvl,AllPub,Inside,Mod,Old_Town,Norm,Norm,OneFam,Two_Story,Fair,Average,1905,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,BrkTil,Typical,Fair,Mn,Unf,7,Unf,0,738,738,GasA,Good,Y,FuseA,714,662,0,1376,0,0,1,0,2,1,Typical,7,Typ,0,No_Fireplace,Detchd,1930.0,Unf,1,216,Typical,Typical,Dirt_Gravel,0,0,104,0,225,0,No_Pool,No_Fence,None,0,3,2006,WD ,Normal,-93.613905,42.030266999999995,96900
2651,902204060,Two_Family_conversion_All_Styles_and_Ages,Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,TwoFmCon,One_Story,Average,Good,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,Av,GLQ,3,Unf,0,384,960,GasA,Typical,Y,FuseA,960,0,0,960,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,1976.0,Unf,2,576,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.607862,42.032064,135500
2652,902204120,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Average,Good,1924,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,145,Typical,Good,PConc,Typical,Typical,No,Unf,7,Unf,0,816,816,GasA,Excellent,Y,SBrkr,816,750,0,1566,0,0,1,1,5,1,Good,7,Typ,0,No_Fireplace,Detchd,1976.0,Unf,2,450,Typical,Typical,Paved,24,0,296,0,0,0,No_Pool,Minimum_Privacy,None,0,8,2006,WD ,Normal,-93.60883299999999,42.032267,139000
2653,902206020,One_Story_1945_and_Older,Residential_Medium_Density,52,7830,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Fair,Average,1921,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Typical,Typical,BrkTil,Fair,Typical,No,LwQ,4,Unf,0,76,492,GasA,Typical,Y,SBrkr,492,0,0,492,1,0,1,0,1,1,Typical,3,Typ,0,No_Fireplace,Detchd,1921.0,Unf,1,200,Fair,Typical,Dirt_Gravel,0,0,78,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.610354,42.031964,61500
2656,902207110,One_Story_1945_and_Older,Residential_Medium_Density,48,5747,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Fair,Below_Average,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,PConc,Typical,Typical,No,Unf,7,Unf,0,798,798,GasA,Good,Y,SBrkr,840,0,0,840,0,0,1,0,2,1,Fair,5,Typ,0,No_Fireplace,Detchd,1938.0,Unf,1,250,Typical,Fair,Dirt_Gravel,112,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.606803,42.031138,64000
2658,902305090,Two_Story_1945_and_Older,Residential_Medium_Density,60,9600,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Below_Average,Poor,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0,Typical,Typical,BrkTil,Typical,Fair,No,Unf,7,Unf,0,1095,1095,GasW,Fair,N,SBrkr,1095,679,0,1774,1,0,2,0,4,2,Typical,8,Min2,0,No_Fireplace,More_Than_Two_Types,1920.0,Unf,3,779,Fair,Fair,Dirt_Gravel,0,0,90,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,-93.616886,42.027993,87000
2663,902329070,Two_Story_1945_and_Older,Residential_Medium_Density,60,3600,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Above_Average,Good,1910,1993,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,684,684,GasA,Excellent,N,FuseA,684,684,0,1368,0,0,1,0,3,1,Typical,7,Typ,0,No_Fireplace,Detchd,1930.0,Unf,1,216,Typical,Fair,Dirt_Gravel,0,158,0,0,0,0,No_Pool,No_Fence,None,0,10,2006,WD ,Normal,-93.6127958,42.0281148,114504
2664,902329090,Two_Story_1945_and_Older,Residential_Medium_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Good,Good,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,BrkTil,Fair,Typical,No,Unf,7,Unf,0,596,596,GasA,Excellent,Y,SBrkr,998,764,0,1762,1,0,1,1,4,1,Good,8,Typ,0,No_Fireplace,Detchd,1989.0,Unf,2,576,Typical,Typical,Dirt_Gravel,36,0,221,0,0,0,No_Pool,No_Fence,None,0,10,2006,WD ,Normal,-93.613763,42.027953000000004,157000
2665,902400090,One_Story_1945_and_Older,Residential_Medium_Density,84,11340,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Above_Average,Average,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,1200,1200,GasA,Typical,Y,FuseA,1200,0,0,1200,0,0,1,0,4,1,Typical,7,Typ,0,No_Fireplace,Detchd,1923.0,Unf,1,312,Fair,Fair,Paved,0,0,228,0,0,0,No_Pool,No_Fence,None,0,3,2006,WD ,Family,-93.608901,42.028963,125000
